filename,semester,course,instructor,question_number,question_text,response_option,weight,frequency,percentage,response_rate,mean,std,median
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,16/17 (94.12%),4.44,0.51,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,16/17 (94.12%),4.44,0.51,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),0,0.00%,16/17 (94.12%),4.44,0.51,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),9,56.25%,16/17 (94.12%),4.44,0.51,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),7,43.75%,16/17 (94.12%),4.44,0.51,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,16/17 (94.12%),4.25,0.58,4.00
ENVIRON-148FS-01_Wernegreen__Jennifer_Fall_2023.html,Fall 2023,ENVIRON-148FS-01 : GENOMICS OF SYMBIOSIS.ENVIRON-148FS-01.SCISOC-138FS-01.,Jennifer Wernegreen,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,16/17 (94.12%),4.25,0.58,4.00
