class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
2927,LAW,120,01,Constitutional Law,An examination of the distribution of and limitations upon governmental authority under the Constitution of the United States.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,85,85,0,0,0,Graded,N,-; Matthew D Adler
2820,LAW,120,02,Constitutional Law,An examination of the distribution of and limitations upon governmental authority under the Constitution of the United States.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,85,82,3,0,0,Graded,N,Jeff Powell
2819,LAW,120,03,Constitutional Law,An examination of the distribution of and limitations upon governmental authority under the Constitution of the United States.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,85,87,0,0,0,Graded,N,Ernest A Young
2931,LAW,130,04,Contracts,"The formation and legal operations of contracts, their assignment, their significance to third parties, and their relationship to restitution and commercial law developments.",,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,85,86,0,0,0,Graded,N,Emilie Kathleen Aguirre
2928,LAW,140,02,Criminal Law,An introductory study of the law of crimes and the administration of criminal justice.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,85,87,0,0,0,Graded,N,-; Joseph Kennedy
2818,LAW,140,03,Criminal Law,An introductory study of the law of crimes and the administration of criminal justice.,,4.5,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,85,83,2,0,0,Graded,N,Shane T Stansbury
2823,LAW,160B,01,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,28,12,0,0,Graded,N,-; Casandra Thomson; Martha Jane Peter Bahnson
2824,LAW,160B,02,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,29,11,0,0,Graded,N,Melissa Hanson; Michael B McArthur
2825,LAW,160B,03,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,28,12,0,0,Graded,N,Julie M Wooldridge; Ryan Michael Christian
2826,LAW,160B,04,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,28,12,0,0,Graded,N,Laura Scott; Sarah Carrington Walker
2827,LAW,160B,05,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,27,13,0,0,Graded,N,Catherine Rose Lloyd Lawson; Chelsey A Mckimmy
2828,LAW,160B,06,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,27,13,0,0,Graded,N,Cassandra N Patterson; Rebecca Marie Rich
2829,LAW,160B,07,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,28,12,0,0,Graded,N,Jennifer Lee Behrens; Kendall Gray
2830,LAW,160B,08,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,29,11,0,0,Graded,N,Gregory E Pawlowski; Wickliffe Shreve
9281,LAW,160B,09,"Legal Analysis, Research, and Writing",Second half of a year-long course. 4 hours will be awarded upon completion of this half. The grade will be a grade in the Law School numerical grading table.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,29,11,0,0,Graded,N,Cassandra N Patterson; Jeremy Mullem
2929,LAW,170,02,Property,"A study of the basic concepts of ownership of resources such as land, objects and ideas.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,85,74,11,0,0,Graded,N,Jedediah S Purdy
2910,LAW,170,03,Property,"A study of the basic concepts of ownership of resources such as land, objects and ideas.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,85,76,9,0,0,Graded,N,Jonathan B Wiener
2822,LAW,200,02,Administrative Law,"A study of administrative agencies and legislative authority, information gathering and withholding, rule-making and order-formulating proceedings, judicial review of administrative actions, and constitutional limitations on administrative powers.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,54,21,0,15,Graded,N,-; Stuart Benjamin
9482,LAW,201,01,Legal Writing: Craft & Style,"The goal of this course is to learn to effectively edit written work—our own or that of others—by reviewing principles of clear, concise, cohesive, and (yes) stylish writing.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,16,16,0,0,5,Credit / No Credit,N,Kendall Gray
9284,LAW,207,01,Sports and the Law,This course examines the legal relations among the various parties in sports at both the professional and amateur levels. Particular attention will be paid to the importance given to the maintenance of competitive balance and its impact on traditional notions of competition that apply in other business settings.,,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,30,10,0,15,Graded,N,Paul H Haagen
2959,LAW,210,03,Business Associations,"Surveys the law providing ground rules for the organization, financing, and internal governance of corporations and other forms of business associations such as partnerships and limited liability companies.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,89,89,0,0,20,Graded,N,-; Elisabeth Dunlevy de Fontenay
9285,LAW,210,07,Business Associations,"Surveys the law providing ground rules for the organization, financing, and internal governance of corporations and other forms of business associations such as partnerships and limited liability companies.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,89,69,20,0,20,Graded,N,-; Gina-Gail S Fletcher
2833,LAW,225,01,Criminal Procedure: Adjudication,"A study of the basic rules of criminal procedure beginning with the institution of formal proceedings. Subjects to be covered include prosecutorial discretion, the preliminary hearing, the grand jury, criminal discovery, guilty pleas and plea bargaining, jury selection, pretrial publicity, double jeopardy, the right to counsel, and professional ethics in criminal cases.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,35,5,0,10,Graded,N,-; James C Dever
2831,LAW,226,01,Criminal Procedure: Investigation,"This course is a study of the legal limitations on criminal investigative practices contained in the Fourth, Fifth, and Sixth Amendments to the Constitution. Topics include search and seizure, arrest, the exclusionary rule, electronic surveillance, the privilege against self-incrimination, interrogation, confessions, and the right to counsel.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,50,48,2,0,15,Graded,N,-; Ben Grunwald
2832,LAW,232,01,Employment Discrimination,"A study of the law of employment discrimination, focusing mainly on federal law prohibiting race, sex, age, and handicapped discrimination. This course provides a basic knowledge of statutory coverage, standards, procedures and proof, and avenues of relief.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,27,13,0,5,Graded,N,Trina Jones
2957,LAW,238,01,Ethics and the Law of Lawyering,"Examination in detail of the 'law of lawyering' relating to such issues as the formation of the attorney-client relationship, conflicts of interest, confidentiality, communications with clients, and areas where specific rules and regulations controlling lawyer behavior are in effect. Course satisfies the ethics requirement.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,75,75,0,0,15,Graded,N,-; Amy Richardson
2978,LAW,238,02,Ethics and the Law of Lawyering,"Examination in detail of the 'law of lawyering' relating to such issues as the formation of the attorney-client relationship, conflicts of interest, confidentiality, communications with clients, and areas where specific rules and regulations controlling lawyer behavior are in effect. Course satisfies the ethics requirement.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,41,34,0,15,Graded,N,Emily Ryo
2991,LAW,245,03,Evidence,"A study of the theory and rules governing presentation of evidence to a judicial tribunal, including the concepts of relevancy, character evidence, judicial notice, real and demonstrative evidence, and expert testimony.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,89,90,0,0,20,Graded,N,-; Lisa K Griffin
2835,LAW,255,01,Federal Income Taxation,"An introduction to federal income taxation with emphasis on the determination of income subject to taxation, deductions in computing taxable income, the proper time period for reporting income and deductions, and the proper taxpayer on which to impose the tax.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,89,43,46,0,20,Graded,N,-; Shu-Yi Oei
2992,LAW,261,01,Financial Valuation,"This class prepares students to conduct financial valuation, and to advise those doing so.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,45,39,6,0,15,Graded,N,Bobby E Bishop
2905,LAW,270,02,Intellectual Property,"A comprehensive introduction to the principal theories of trademark law and unfair competition, patent law, copyright law, and related state and federal doctrines.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,44,36,8,0,15,Graded,N,Jennifer A Jenkins
2838,LAW,275,01,International Law,"Introduction to international law including the nature and sources of international law, its place in national and international decision-making, and its impact on United States law. Provides a survey of the field and a platform for more specialized international courses. Students with strong international interests are advised to take this course as early as possible.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,50,49,1,0,15,Graded,N,Laurence R Helfer
3009,LAW,285,01,Labor Relations Law,This course investigates problems involved in the regulation of industrial conflict.,,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,35,18,17,0,15,Graded,N,Jeffrey Hirsch
9483,LAW,288,01,Consumer Bankruptcy and Debt,"This course uses consumer bankruptcy as a lens to study the role of consumer credit in the U.S. economy and society. The class will focus on the key aspects of the consumer bankruptcy system, including who files bankruptcy, what causes bankruptcy, the consequences of bankruptcy, and the operation of the bankruptcy system. We will discuss each of these issues in the larger context of consumer debt and consumer law. The readings will come from law and non-law sources, including the work of a variety of social scientists.",,2,SEM,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,16,13,3,0,7,Graded,N,-; Sara J Greene
2980,LAW,290,01,Remedies,"Examination of the principles governing the use of judicial remedies such as damages, injunctions, and declaratory judgments, in a variety of public and private law settings. Consideration of the goals of remedies doctrines and the relationship of the doctrines to other facets of the legal system. Topics include recent developments in remedies law concerning such areas as school desegregation, consent decrees in civil rights suits, and punitive damages, which highlight the tensions underlying remedies principles.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,30,30,0,0,10,Graded,N,Marin Katherine Levy
2834,LAW,295,01,Trusts and Estates,"An examination of noncommercial property dispositions, both testamentary and inter vivos, including the following topics: intestate succession, wills and will substitutes, creation and characteristics of trusts, powers of appointment, problems in trust and estate administration.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,50,49,1,0,15,Graded,N,Doriane L Coleman
2912,LAW,302,01,Appellate Courts,"This course will examine the practices and powers of American appellate courts, with a particular emphasis on the federal courts of appeals. Topics include the function of appellate courts, the components of appellate adjudication, including mediation, briefing, oral argument, and judgment, the roles of the personnel in the adjudication process, and the ways in which the appellate courts have been affected by an increasing caseload, and proposals for alleviating the strain on the courts. Evaluation in the course will be based on a final research paper, which may be used to satisfy the SRWP.",,2,SEM,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,15,11,4,0,5,Graded,N,Marin Katherine Levy
9286,LAW,304,01,Big Bank Regulation,"The walls between the three main sectors of finance (banking, securities and insurance) have broken down, yet at their core banks continue to be somewhat unique in their functions and the challenges they present for financial stability. This course will review this development and focus on the established and emerging regulatory systems, both domestic and international, as well as future challenges and prospects for global and domestic financial reform.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,29,46,0,20,Graded,N,-; Sarah B Raskin
9484,LAW,306,01,Corporate Crime,"This course covers the contemporary practice of criminal law as applied to corporations, and their managers, and the public policy considerations associated with that practice. Coverage includes matters of substantive criminal law, criminal procedure, evidence, attorney ethics, settlement process, and sentencing.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,47,28,0,20,Graded,N,-; Samuel W Buell
2836,LAW,315,01,Complex Civil Litigation,An advanced civil procedure class with a focus on the problems of large multiparty and multiforum civil cases and how courts and litigants deal with them.,,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,15,7,8,0,8,Graded,N,David W Ichel
2837,LAW,320,01,Water Resources Law,"This survey course examines the legal and policy issues governing water quality and resource allocation in the United States. Students will be introduced to both the Prior Appropriation systems of the western United States and the Reasonable Use systems dominating the eastern states. We will study key laws that affect water quality and quantity, including the Clean Water Act, the Safe Drinking Water Act, the National Environmental Policy Act, the Endangered Species Act, and others. Students will also explore emerging issues in water policy, including the regulation of 'forever chemicals,' protection of wetlands, and mitigation of and adaptation to climate change, among other policy issues. Throughout the course, students will study how environmental justice relates to water resource management.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,30,25,5,0,10,Graded,N,Nancy Ellen Lauer; Ryke Longest
3019,LAW,322,01,Copyright Law,"Instruction in advanced copyright law with particular emphasis on contemporary practice, theory, and current literature in the field. Substantial attention will be paid to issues in the internet environment.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,49,26,0,20,Graded,N,-; Christopher Buccafusco
9485,LAW,323,01,Bankruptcy and Corporate Reorganization,Examination of legal and financial conflicts arising from public firms' use of debt; Bankruptcy Code's standards for corporate organization.,,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,60,38,22,0,15,Graded,N,-; Steven L Schwarcz
2846,LAW,326,01,Corporate Taxation,"A study of the provisions of the Internal Revenue Code governing the tax effects of the major events that occur in the life span of a corporation, including the taxation of distributions to shareholders and the formation, reorganization, and liquidation of corporations. It is strongly recommended that students take Law 210 (Business Associations) before taking Corporate Taxation. Prerequisite: Law 255.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,30,17,13,0,10,Graded,N,Lawrence Zelenak
2904,LAW,331,01,Introduction to Privacy Law and Policy,"This course examines how the US legal framework recognizes privacy rights and balances them against competing interests, such as freedom of speech and press, big data, national security, law enforcement, medical research, business interests, and technological innovation. It will address how torts, constitutional law, federal/state statutes/regulations, and societal norms protect individual privacy against government, corporations, and private actors in a variety of areas including: employment, media, education, data security, children's privacy, health privacy, sports, consumer issues, finance, surveillance, and more. Also considered: EU General Data Protection Regulation (GDPR).",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,45,38,7,0,10,Graded,N,Jolynn Dellinger
2843,LAW,336,01,Mergers and Acquisitions,"The course will consider corporate mergers and acquisitions, the laws governing such transactions, and the process of initiating and completing a corporate acquisition. Law 210, Business Associations, may be a prerequisite or corequisite for this course; this may vary by semester. See course browser on Duke Law website for details.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,50,47,3,0,15,Graded,N,-; Yaron Nili
2960,LAW,338,01,Animal Law,"Examination of a number of topics related to the law of animals, including various issues that arise under the law of property, contracts, torts, and trusts and estates.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,15,11,4,0,7,Graded,N,Shannon Marie Arata
2981,LAW,339,01,Law and Literature,This course concentrates on possible relationships between law and literature.,,3,SEM,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,20,20,0,0,7,Graded,N,James D Boyle
2997,LAW,340,01,Estate and Gift Taxation,"A study of the rules governing federal taxation of gratuitous wealth transfers. The course will examine the trio of related federal taxes: the estate tax, the gift tax, and the generation-skipping transfer tax, as well as the policies, history, and concepts involved in the taxation of wealth transfers. Prerequisites: Federal Income Taxation or other experience working with statutory language and regulations is recommended. Instructor: Schmalbeck",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,14,4,10,0,7,Graded,N,-; Richard Schmalbeck
2844,LAW,342,01,Federal Courts,"Federal Courts stands at the intersection between Constitutional Law and both Civil and Criminal Procedure. It addresses the federalism and separation of powers issues raised by the exercise of federal jurisdiction over disputes, and it assesses the remedies that the federal courts may, or may not, provide for violations of federal constitutional and statutory rights. Although the issues in the course have deep theoretical and historical roots, the subject matter has broad practical importance to modern litigation. This core course is relevant to almost all areas of law practice, and is especially recommended for students who plan to litigate or clerk in the federal or state courts.",,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,60,15,0,20,Graded,N,Neil S Siegel
2982,LAW,344,01,Federal Courts II: Public Law Litigation,"Exploration of public law litigation issues, including private rights of action to enforce federal statutes and constitutional litigation against federal and state governments and their officials. Topics include federal and state sovereign immunity; qualified and absolute immunity doctrines that protect individual government officers; roles of state and federal courts in hearing public law litigation, including principles of judicial federalism limiting federal court interference with state judicial proceedings; federal habeas corpus remedies, including challenges to federal executive detention (including War on Terror cases) and collateral attack on state criminal convictions.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,30,19,11,0,10,Graded,N,Ernest A Young
9486,LAW,345,01,Gender and Law,"This course will explore the relationship between gender and the law, understanding gender in its broadest sense including sex, sexuality, gender identity, and gender queerness. It will focus on sex discrimination doctrines under the Equal Protection Clause of the United States Constitution as well as under federal and state statutory frameworks such as Title VII of the Civil Rights Act of 1964,Title IX of the Education Amendments Act of 1972, and cognate state statutes. It will also address the shifting scope of substantive due process doctrine, particularly given the recent Supreme Court Dobbs opinion. Other statutes such as the Americans with Disabilities Act will also be explored. Constitutional Law is highly recommended as a prerequisite.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,20,15,5,0,7,Graded,N,-; Jennifer L Levi
2985,LAW,350,01,Advanced Constitutional Law: A Legal History of the Civil Rights Movement,"This course will explore how participants in social movements engage the Constitution and how these encounters shape constitutional doctrine, social institutions, public discourse, and movements themselves. We will investigate the processes of mobilization and counter-mobilization and reflect on how movements often spur constitutional change through means other than constitutionally specified procedures. We will also consider why movements fail and will analyze rights-based approaches to reform. The course will place particular emphasis on the involvement of social movement actors in the transformation of civil rights law.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,25,15,0,10,Graded,N,-; H. Timothy Lovelace
2906,LAW,351,01,U.S. Immigration and Nationality Law,"This course reviews the body of American Immigration and Nationality Law, beginning with a survey of the history and current shape of Immigration Law. The course will address American Immigration Law in the context of the US Constitution, International law and the laws of other nations, the legislative, regulatory, and judicial process which creates, interprets, and enforces the law, and current policy concerns directing the future shape of the law.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,45,42,3,0,15,Graded,N,-; Katherine L Evans
3022,LAW,356,01,Effective Communication Outside of the Courtroom,"This seminar introduces skills to make students more effective in their interpersonal communication, teamwork, and persuasive public speaking. Class sessions will feature a combination of lectures, individual and group presentations, discussion, and in-class exercises. Students will receive feedback on their performances through self-reflections, peer evaluations, and instructor evaluations. Students with have opportunities to interact with practicing lawyers, who will explain how interpersonal communication and public presentation skills shape their day-to-day responsibilities.",,2,SEM,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/15/2025,03/09/2025,Closed,12,12,0,0,7,Graded,N,Daisy L Lovelace
2845,LAW,361,01,International Trade Law,"This course will examine why the WTO is there, how it developed from the GATT to what it is now and how it fits in the wider picture of other international economic institutions such as the World Bank and the IMF (Part I).",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,50,29,21,0,15,Graded,N,Rachel Dougherty Brewster
3024,LAW,369,01,Patent Law and Policy,"An overview of the legal framework for patents, including statutory requirements for patentability, disclosure requirements, infringement analysis, special problems of collaborative and competitive research, international issues, and the role of patent counsel in litigation.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,25,15,10,0,10,Graded,N,-; Arti K Rai
2983,LAW,370,01,Introduction to Legal Theory: Modes of Legal Argument,"Exploration of legal and constitutional interpretation: how to interpret a legal text. Formalism and textualism, purposivism, originalism, process theory, economic analysis, realism and legal pluralism. What arguments are permissible within our legal tradition? Where does law come from? What makes it legitimate? Is there a pre-existing template for market economies that frames the interpretation of the laws governing markets? How do we interpret the public/private distinction in society? Is the understanding of law affected by living in a democratic, free-market, constitutional country? These questions will be explored in context of concrete legal issues.",,3,SEM,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,12,12,0,0,5,Graded,N,James D Boyle
3000,LAW,379,01,Partnership Taxation,"The course will cover the tax consequences of organizing, operating, and liquidating entities including related issues taxed as partnerships. Law 255 Federal Taxation is a prerequisite for this course.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Closed,14,14,0,0,7,Graded,N,Noah H Marks
2840,LAW,380,01,International Research Methods,"A survey of methods, techniques and strategies for international, foreign, and comparative legal research, including the efficient use of Lexis, Westlaw and the Internet. The subjects examined include treaty law, the law of international organizations, European Union law, civil law and other foreign legal systems. Students will complete an annotated bibliography on a topic chosen in consultation with the instructor. Course required for students enrolled in the JD/LLM in Comparative and International Law.",,1,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,26,19,7,0,10,Graded,N,Michael B McArthur
2839,LAW,384,01,Securities Regulation,A study of the federal and state securities laws and the industry they govern with emphasis on the regulation of the distribution process and trading in securities.,,4,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,75,61,14,0,25,Graded,N,-; James D Cox
9487,LAW,387,01,"Securities Litigation, Enforcement and Compliance","This survey course is designed to acquaint students with the theoretical as well as practical aspects of federal securities litigation, enforcement, and compliance. Prerequisite: Law 210, Business Associations. Students taking this course may not take or have taken Law 575, Securities Litigation.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,40,14,26,0,10,Graded,N,-; Veronica R Martinez
3005,LAW,389,01,Insurance Law,"This course is designed to provide students with an understanding of basic insurance law concepts, particularly in the context of Commercial General Liability (CGL) insurance, the most common type of liability insurance maintained by businesses of all sizes and in all industries across the United States. Students will gain a practical understanding of insurance theory and the significance of insurance in risk management and risk transfer.",,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,30,7,23,0,10,Graded,N,-; Richard Nicolaides
2842,LAW,390,01,Structuring and Regulating Financial Transactions,"This course examines the innovative areas of legal practice involving Structuring Commercial and Financial Trans­actions. Course examines bankruptcy, securities law, corporation law, secured transactions, finance, international capital markets, and tax.",,3,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,80,79,1,0,15,Graded,N,-; Steven L Schwarcz
2926,LAW,399,01,Forensic Psychiatry,This course is designed to provide the student with a working knowledge of the major areas of interface between psychiatry and law. Basic concepts of clinical psychiatry and psychopathology will be highlighted.,,2,LEC,E,Law School,In Person,Duke University,Durham,Regular Academic Session,01/09/2025,04/17/2025,Open,18,16,2,0,7,Graded,N,-; Sally Johnson
