class_nbr,subject,catalog_nbr,class_section,descr,catalog_description,topic,units,component,class_type,acad_career_descr,instruction_mode_descr,campus_descr,location_descr,session_descr,start_dt,end_dt,enrl_stat_descr,class_capacity,enrollment_total,enrollment_available,wait_tot,wait_cap,grading_basis,combined_section,instructors
8794,RIGHTS,107CN,01,What Rules Do We Need?,"Economic, political, and philosophical perspectives on distribution justice and the problems in each discipline raised by variations on the prisoner's dilemma. Classic texts include Hobbes and Hume, Smith and Mill, Rawls and Nozick. Main shared course for the 'What Rules Do We Need?' Constellation.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,65,62,3,0,65,Graded,Y,Alexander Rosenberg; Autumn Lott; Emily Annaberta Maire Kluge; Jade Yun; Tayfun Gur
6432,RIGHTS,111FS,01,Pursuit of Equality: Rethinking Schools - Lens of Social Justice,"In 1954 the Supreme Court case Brown versus the Board of Education forever changed American schools by ending segregation and creating educational equity. Or did it? Are today's schools any more inclusive or socially just than schools were 50 years ago? Examination of ways schools may or may not perpetuate and reproduce social inequities. Focus on recent efforts to imagine and create socially-just schools. Discussion of our ethical responsibilities as civically engaged citizens to work towards educational equality and provide support of schools that are inclusive, culturally responsive, and democratic. Required service-learning experience working with children in a Durham public school.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,18,17,1,0,18,Graded,Y,Amy Anderson
8520,RIGHTS,205,01,Introduction to Racial and Ethnic Minorities in American Politics,"The politics of four of the United States principal racial minority groups—blacks, Latinos, Asians, and American Indians.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,35,11,24,0,35,Graded,Y,Paula McClain
3324,RIGHTS,215,01,Sociology of Racism in America,"Examines social history of major racial groups in the US and relationships to contemporary standing. Discusses central concepts sociologists use to analyze racial matters. Central theme: 'racism' is not mere 'prejudice,' 'ignorance,' or 'intolerance,' but a comprehensive historical system of racial domination organized around the logic of white supremacy. Discussion of 'whiteness' in the USA—how whiteness emerged as a social category, an identity based on experiences of variety of European 'peoples;' how it dominated the racial structure of the US since the 17th century, how wealth has been distributed along racial lines, racialization of Asians and Latinos, and color blind racism.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,35,12,23,0,35,Graded,Y,Eduardo Bonilla-Silva
6437,RIGHTS,221,01,"Race, Power, and Identity: From Ali to Kaepernick","Exploration of historic and contemporary psycho-social and socio-cultural aspects of the African American sport experience. Examination of research that addresses the effect of physical differences, racial stereotyping, identity development, gender issues, and social influences on African American sport participation patterns. Analysis of sport as a microcosm of society with an emphasis on examining associated educational and societal issues.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,30,29,1,0,30,Graded,Y,Martin Paul Smith
7733,RIGHTS,229S,01,Environment and Conflict: The Role of the Environment in Conflict and Peacebuilding,"Environmental and natural resources as a source of conflict and/or peacebuilding between and within nations and states. Analysis of the role of the environment in the conflict cycle and international security. Topics include refugees, climate change, water, and infectious disease. Particular focus on post-conflict and rebuilding in war-torn societies. Examination of the role of international organizations, non-governmental organizations, and emerging standards for environmental management. Examples drawn from conflicts such as Rwanda, Israel/Palestine, Nepal, Sierra Leone and others. Instructor consent required.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,15,15,0,0,15,Graded,Y,Erika Weinthal
6519,RIGHTS,249,01,Martin Luther King and the Prophetic Tradition,"Situates Martin Luther King as a preacher in the black Christian tradition with a liberationist reading. Traces the movement from civil rights to opposition to economic injustice, war, and militarism. Analyzes what the prophetic voices of today have to say about issues of poverty, racism, environmental destruction, militarism, homophobia, drones, sexism.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,12,9,3,0,12,Graded,Y,Omid Safi
6530,RIGHTS,295S,01,"Black Muslims: Race, Religion, & Culture","The intersection of African, American, European, and Islamic cultures studied through the cultural and intellectual flourishing of black Islam. Topics include early Muslim communities established in the Americas through the transatlantic slave trade, Muslim slave rebellions in Brazil and the Caribbean, Muslim slave autobiographies, African Muslims in Europe, the emergence of the Moorish Science Temple and the Nation of Islam, Elijah Muhammad, Malcolm X, Muhammad Ali, women of the Nation of Islam, women's Qur'an exegeses, Hagar as a black woman, black feminism, the Five-Percent Nation, Islamic hip-hop and rap, 'the Black Crescent,' the black international and Islam, and the Black Panthers.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,18,0,18,0,18,Graded,Y,Ellen McLarney
7015,RIGHTS,297,01,The Holocaust,"Antisemitism and the Jewish question in Central Europe, the development of Nazi policy, the Final Solution in its different sites (ghetto, labor camps, extermination camps) and institutions (SS, Judenrat), the Holocaust's legacy. Historiographical debates and documentary research.",,1,LEC,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Open,40,15,25,0,40,Graded,Y,Mordechai Inbari
8193,RIGHTS,314S,01,"Imagining Human Rights: Science Fiction, Culture, and the Creation of Rights","This course engages students in the intersection of speculative fiction and the history of ideas about human rights and what it means to be human. Using interdisciplinary tools, including history, anthropology, and public policy, students will explore created worlds and new ways of thinking about what rights humans—and other beings—have, how those rights are proposed, and what happens when those rights are contested. The course focuses on how the imaginary influences or presages the real, allowing us to experiment with what-ifs. Students will work in Duke's Locus Archives of primary documents on 20th-century science fiction spanning writers from China, the USSR., and Japan.",,1,SEM,E,Undergraduate,In Person,Duke University,Durham,Regular Academic Session,08/25/2025,12/05/2025,Closed,18,18,0,0,18,Graded,Y,Robin Kirk
