filename,semester,course,instructor,question_number,question_text,response_text
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",Research and public speaking (presentations).
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","I did learn more about Chinese popular culture, specifically in the early origins and history of what influenced current modern culture."
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",Chinese history and how different cultural aspects have evolved throughout it
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","Discussion skills, writing skills, lots of knowledge on current Chinese pop culture"
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","Professor Kang told us interesting stories about his own life every class. The content of the class was interesting and a very student lead, but Professor Kang would interject with his own viewpoints and additional info about what we were presenting. It made for a very thorough coverage of chinese media and pop culture."
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",Learned about Chinese visual arts from 1980s-present day. Learned about Chinese ethnic groups. Learned about sociopolitical status of modern day China.
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","1. Political-centric analysis of Chinese media
2. History of Chinese media and how it is linked with its unique political, socio-political conditions. 
3. Critical analysis on Chinese modern histories, politics, and culture."
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","I know more knowledge about politics. what happens to Chinese society in different eras, and also some comparative methodologies between America and China.
I learn about how the Chinese pop culture associated with Chinese politics.
This course also expand my understanding about various pop culture aspects."
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",everything good
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.","Fact checking, idea debating, essay analyzing"
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",He used personal insights to grow our learning experience.
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",The presentation structure allowed us to dive into our own interests and research as a group.
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",Professor Liu has an indispensable wealth of knowledge and can talk about anything for hours! It was very fun listening to him and his perspective and thoughts every class
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?","Presentations are interesting and thoughtful, so are the readings. I also enjoy listening to the professor talk."
AMES-435S-01_Liu__Kang_Fall_2024.html,Fall 2024,AMES-435S-01 : CHINESE MEDIA AND POP CULTURE.AMES-435S-01.ISS-435S-01.POLSCI-435S-01.,Kang Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?","The student led nature of the class was nice. I think it makes a lot of sense for a pop culture class, since we got to learn from our classmates opinions on what chinese pop culture is like."
