filename,semester,course,instructor,question_number,question_text,response_option,weight,frequency,percentage,response_rate,mean,std,median
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,5/28 (17.86%),4.40,0.55,4.00
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,5/28 (17.86%),4.40,0.55,4.00
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),0,0.00%,5/28 (17.86%),4.40,0.55,4.00
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),3,60.00%,5/28 (17.86%),4.40,0.55,4.00
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),2,40.00%,5/28 (17.86%),4.40,0.55,4.00
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,6/28 (21.43%),4.50,0.55,4.50
AEROSCI-99L-01L_Allen__Ryan_Fall_2023.html,Fall 2023,AEROSCI-99L-01L : LEADERSHIP LABORATORY.AEROSCI-99L-01L.,Ryan Allen,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,6/28 (21.43%),4.50,0.55,4.50
